OrigRowNum,Table Type,Topic,Question,Table Section,Section Order,Row Type,Qnum2021,Topic2021,Qnum2018,Topic2018,,,,,,,,,,,,,,,,,,,,
1775,Closed End,Transportation,Q11F,Region,1,Header,Q14F_21,Transportation,Q13E_18,Transportation,Results by region:,,,,,,,,,,,,,,,,,,,
1776,Closed End,Transportation,Q11F,Region,2,Data,Q14F_21,Transportation,Q13E_18,Transportation,East Metro overall,21%,37%,36%,6%,3576,,,,,,,,,,,,,,
1777,Closed End,Transportation,Q11F,Region,3,Data,Q14F_21,Transportation,Q13E_18,Transportation,Dakota County,8%,35%,47%,10%,884,,,,,,,,,,,,,,
1778,Closed End,Transportation,Q11F,Region,4,Data,Q14F_21,Transportation,Q13E_18,Transportation,Ramsey County (overall),34%,37%,25%,4%,1947,,,,,,,,,,,,,,
1779,Closed End,Transportation,Q11F,Region,5,Data,Q14F_21,Transportation,Q13E_18,Transportation,City of Saint Paul,48%,33%,16%,3%,1081,,,,,,,,,,,,,,
1780,Closed End,Transportation,Q11F,Region,6,Data,Q14F_21,Transportation,Q13E_18,Transportation,Suburban Ramsey County,17%,41%,36%,6%,866,,,,,,,,,,,,,,
1781,Closed End,Transportation,Q11F,Region,7,Data,Q14F_21,Transportation,Q13E_18,Transportation,Washington County,11%,40%,43%,6%,745,,,,,,,,,,,,,,
1782,Closed End,Transportation,Q11F,Gender,1,Header,Q14F_21,Transportation,Q13E_18,Transportation,Results by gender identity:,,,,,,,,,,,,,,,,,,,
1783,Closed End,Transportation,Q11F,Gender,2,Data,Q14F_21,Transportation,Q13E_18,Transportation,Females,20%,38%,36%,6%,2114,,,,,,,,,,,,,,
1784,Closed End,Transportation,Q11F,Gender,3,Data,Q14F_21,Transportation,Q13E_18,Transportation,Males,21%,34%,37%,7%,1267,,,,,,,,,,,,,,
1785,Closed End,Transportation,Q11F,Age,1,Header,Q14F_21,Transportation,Q13E_18,Transportation,Results by age:,,,,,,,,,,,,,,,,,,,
1786,Closed End,Transportation,Q11F,Age,2,Data,Q14F_21,Transportation,Q13E_18,Transportation,18-34,26%,37%,32%,4%,445,,,,,,,,,,,,,,
1787,Closed End,Transportation,Q11F,Age,3,Data,Q14F_21,Transportation,Q13E_18,Transportation,35-44,19%,39%,37%,5%,592,,,,,,,,,,,,,,
1788,Closed End,Transportation,Q11F,Age,4,Data,Q14F_21,Transportation,Q13E_18,Transportation,45-54,16%,45%,35%,3%,428,,,,,,,,,,,,,,
1789,Closed End,Transportation,Q11F,Age,5,Data,Q14F_21,Transportation,Q13E_18,Transportation,55-64,19%,35%,40%,7%,545,,,,,,,,,,,,,,
1790,Closed End,Transportation,Q11F,Age,6,Data,Q14F_21,Transportation,Q13E_18,Transportation,65+,17%,29%,44%,11%,1083,,,,,,,,,,,,,,
1791,Closed End,Transportation,Q11F,Education,1,Header,Q14F_21,Transportation,Q13E_18,Transportation,Results by education level:,,,,,,,,,,,,,,,,,,,
1792,Closed End,Transportation,Q11F,Education,2,Data,Q14F_21,Transportation,Q13E_18,Transportation,"Less than HS diploma, no GED",20%,36%,33%,11%,56,,,,,,,,,,,,,,
1793,Closed End,Transportation,Q11F,Education,3,Data,Q14F_21,Transportation,Q13E_18,Transportation,HS diploma or GED,28%,38%,28%,6%,295,,,,,,,,,,,,,,
1794,Closed End,Transportation,Q11F,Education,4,Data,Q14F_21,Transportation,Q13E_18,Transportation,"Some college, trade school, or Associate degree",24%,34%,35%,7%,917,,,,,,,,,,,,,,
1795,Closed End,Transportation,Q11F,Education,5,Data,Q14F_21,Transportation,Q13E_18,Transportation,Bachelor's degree or higher,16%,38%,40%,6%,2146,,,,,,,,,,,,,,
1796,Closed End,Transportation,Q11F,Household income,1,Header,Q14F_21,Transportation,Q13E_18,Transportation,Results by household income:,,,,,,,,,,,,,,,,,,,
1797,Closed End,Transportation,Q11F,Household income,2,Data,Q14F_21,Transportation,Q13E_18,Transportation,"Less than $20,000",22%,39%,31%,8%,252,,,,,,,,,,,,,,
1798,Closed End,Transportation,Q11F,Household income,3,Data,Q14F_21,Transportation,Q13E_18,Transportation,"$20,000 to $39,999",27%,41%,26%,6%,362,,,,,,,,,,,,,,
1799,Closed End,Transportation,Q11F,Household income,4,Data,Q14F_21,Transportation,Q13E_18,Transportation,"$40,000 to $59,999",27%,38%,31%,4%,411,,,,,,,,,,,,,,
1800,Closed End,Transportation,Q11F,Household income,5,Data,Q14F_21,Transportation,Q13E_18,Transportation,"$60,000 to $79,999",24%,36%,34%,7%,424,,,,,,,,,,,,,,
1801,Closed End,Transportation,Q11F,Household income,6,Data,Q14F_21,Transportation,Q13E_18,Transportation,"$80,000 to $99,999",19%,34%,40%,7%,314,,,,,,,,,,,,,,
1802,Closed End,Transportation,Q11F,Household income,7,Data,Q14F_21,Transportation,Q13E_18,Transportation,"$100,000 to $149,999",18%,35%,40%,6%,561,,,,,,,,,,,,,,
1803,Closed End,Transportation,Q11F,Household income,8,Data,Q14F_21,Transportation,Q13E_18,Transportation,"$150,000 or more",13%,38%,42%,6%,620,,,,,,,,,,,,,,
1804,Closed End,Transportation,Q11F,Housing status,1,Header,Q14F_21,Transportation,Q13E_18,Transportation,Results by housing status:,,,,,,,,,,,,,,,,,,,
1805,Closed End,Transportation,Q11F,Housing status,2,Data,Q14F_21,Transportation,Q13E_18,Transportation,Owner,19%,36%,38%,6%,2682,,,,,,,,,,,,,,
1806,Closed End,Transportation,Q11F,Housing status,3,Data,Q14F_21,Transportation,Q13E_18,Transportation,Renter,26%,39%,29%,6%,798,,,,,,,,,,,,,,
1807,Closed End,Transportation,Q11F,Housing status,4,Data,Q14F_21,Transportation,Q13E_18,Transportation,"Lives with family or friends, homeless, or some other arrangement",28%,33%,32%,7%,73,,,,,,,,,,,,,,
1808,Closed End,Transportation,Q11F,Home language,1,Header,Q14F_21,Transportation,Q13E_18,Transportation,Results by home language:,,,,,,,,,,,,,,,,,,,
1809,Closed End,Transportation,Q11F,Home language,2,Data,Q14F_21,Transportation,Q13E_18,Transportation,English only,20%,36%,38%,6%,3087,,,,,,,,,,,,,,
1810,Closed End,Transportation,Q11F,Home language,3,Data,Q14F_21,Transportation,Q13E_18,Transportation,English plus another language,23%,40%,30%,8%,238,,,,,,,,,,,,,,
1811,Closed End,Transportation,Q11F,Home language,4,Data,Q14F_21,Transportation,Q13E_18,Transportation,Another language only,17%,38%,33%,11%,120,,,,,,,,,,,,,,
1812,Closed End,Transportation,Q11F,Race / ethnicity,1,Header,Q14F_21,Transportation,Q13E_18,Transportation,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
1813,Closed End,Transportation,Q11F,Race / ethnicity,2,Data,Q14F_21,Transportation,Q13E_18,Transportation,BIPOC,26%,37%,29%,8%,595,,,,,,,,,,,,,,
1814,Closed End,Transportation,Q11F,Race / ethnicity,3,Data,Q14F_21,Transportation,Q13E_18,Transportation,"American Indian, Native American, or Alaska Native",21%,32%,27%,20%,67,,,,,,,,,,,,,,
1815,Closed End,Transportation,Q11F,Race / ethnicity,4,Data,Q14F_21,Transportation,Q13E_18,Transportation,Asian American or Asian,28%,39%,25%,7%,232,,,,,,,,,,,,,,
1816,Closed End,Transportation,Q11F,Race / ethnicity,5,Data,Q14F_21,Transportation,Q13E_18,Transportation,"Black, African American, or African",23%,36%,32%,9%,191,,,,,,,,,,,,,,
1817,Closed End,Transportation,Q11F,Race / ethnicity,6,Data,Q14F_21,Transportation,Q13E_18,Transportation,Latino/a or Hispanic,26%,39%,29%,6%,141,,,,,,,,,,,,,,
1818,Closed End,Transportation,Q11F,Race / ethnicity,7,Data,Q14F_21,Transportation,Q13E_18,Transportation,White or Caucasian alone,19%,37%,39%,6%,2723,,,,,,,,,,,,,,
1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Closed End,Transportation,Q11G,Title,1,Title,Q14G_21,Transportation,Q13F_18,Transportation,11G. Please rate the traffic conditions (congestion) in the East Metro.,,,,,,,,,,,,,,,,,,,
1821,Closed End,Transportation,Q11G,Column labels,1,Labels,Q14G_21,Transportation,Q13F_18,Transportation,,Poor,Fair,Good,Excellent,Number of respondents (unweighted),,,,,,,,,,,,,,
1822,Closed End,Transportation,Q11G,Region,1,Header,Q14G_21,Transportation,Q13F_18,Transportation,Results by region:,,,,,,,,,,,,,,,,,,,
1823,Closed End,Transportation,Q11G,Region,2,Data,Q14G_21,Transportation,Q13F_18,Transportation,East Metro overall,11%,43%,41%,5%,3585,,,,,,,,,,,,,,
1824,Closed End,Transportation,Q11G,Region,3,Data,Q14G_21,Transportation,Q13F_18,Transportation,Dakota County,10%,38%,45%,7%,898,,,,,,,,,,,,,,
1825,Closed End,Transportation,Q11G,Region,4,Data,Q14G_21,Transportation,Q13F_18,Transportation,Ramsey County (overall),12%,48%,36%,4%,1942,,,,,,,,,,,,,,
1826,Closed End,Transportation,Q11G,Region,5,Data,Q14G_21,Transportation,Q13F_18,Transportation,City of Saint Paul,13%,51%,32%,3%,1076,,,,,,,,,,,,,,
1827,Closed End,Transportation,Q11G,Region,6,Data,Q14G_21,Transportation,Q13F_18,Transportation,Suburban Ramsey County,11%,43%,41%,4%,866,,,,,,,,,,,,,,
1828,Closed End,Transportation,Q11G,Region,7,Data,Q14G_21,Transportation,Q13F_18,Transportation,Washington County,10%,39%,44%,6%,745,,,,,,,,,,,,,,
1829,Closed End,Transportation,Q11G,Gender,1,Header,Q14G_21,Transportation,Q13F_18,Transportation,Results by gender identity:,,,,,,,,,,,,,,,,,,,
1830,Closed End,Transportation,Q11G,Gender,2,Data,Q14G_21,Transportation,Q13F_18,Transportation,Females,10%,42%,44%,4%,2119,,,,,,,,,,,,,,
1831,Closed End,Transportation,Q11G,Gender,3,Data,Q14G_21,Transportation,Q13F_18,Transportation,Males,12%,43%,39%,7%,1273,,,,,,,,,,,,,,
1832,Closed End,Transportation,Q11G,Age,1,Header,Q14G_21,Transportation,Q13F_18,Transportation,Results by age:,,,,,,,,,,,,,,,,,,,
1833,Closed End,Transportation,Q11G,Age,2,Data,Q14G_21,Transportation,Q13F_18,Transportation,18-34,11%,48%,36%,5%,451,,,,,,,,,,,,,,
1834,Closed End,Transportation,Q11G,Age,3,Data,Q14G_21,Transportation,Q13F_18,Transportation,35-44,11%,42%,42%,5%,601,,,,,,,,,,,,,,
1835,Closed End,Transportation,Q11G,Age,4,Data,Q14G_21,Transportation,Q13F_18,Transportation,45-54,10%,44%,43%,3%,430,,,,,,,,,,,,,,
1836,Closed End,Transportation,Q11G,Age,5,Data,Q14G_21,Transportation,Q13F_18,Transportation,55-64,12%,39%,43%,6%,551,,,,,,,,,,,,,,
1837,Closed End,Transportation,Q11G,Age,6,Data,Q14G_21,Transportation,Q13F_18,Transportation,65+,9%,38%,46%,6%,1078,,,,,,,,,,,,,,
1838,Closed End,Transportation,Q11G,Education,1,Header,Q14G_21,Transportation,Q13F_18,Transportation,Results by education level:,,,,,,,,,,,,,,,,,,,
1839,Closed End,Transportation,Q11G,Education,2,Data,Q14G_21,Transportation,Q13F_18,Transportation,"Less than HS diploma, no GED",17%,57%,13%,13%,55,,,,,,,,,,,,,,
1840,Closed End,Transportation,Q11G,Education,3,Data,Q14G_21,Transportation,Q13F_18,Transportation,HS diploma or GED,13%,46%,35%,6%,294,,,,,,,,,,,,,,
1841,Closed End,Transportation,Q11G,Education,4,Data,Q14G_21,Transportation,Q13F_18,Transportation,"Some college, trade school, or Associate degree",14%,44%,37%,5%,931,,,,,,,,,,,,,,
1842,Closed End,Transportation,Q11G,Education,5,Data,Q14G_21,Transportation,Q13F_18,Transportation,Bachelor's degree or higher,8%,39%,48%,5%,2148,,,,,,,,,,,,,,
1843,Closed End,Transportation,Q11G,Household income,1,Header,Q14G_21,Transportation,Q13F_18,Transportation,Results by household income:,,,,,,,,,,,,,,,,,,,
1844,Closed End,Transportation,Q11G,Household income,2,Data,Q14G_21,Transportation,Q13F_18,Transportation,"Less than $20,000",10%,50%,33%,7%,250,,,,,,,,,,,,,,
1845,Closed End,Transportation,Q11G,Household income,3,Data,Q14G_21,Transportation,Q13F_18,Transportation,"$20,000 to $39,999",15%,45%,32%,8%,366,,,,,,,,,,,,,,
1846,Closed End,Transportation,Q11G,Household income,4,Data,Q14G_21,Transportation,Q13F_18,Transportation,"$40,000 to $59,999",14%,47%,36%,2%,414,,,,,,,,,,,,,,
1847,Closed End,Transportation,Q11G,Household income,5,Data,Q14G_21,Transportation,Q13F_18,Transportation,"$60,000 to $79,999",10%,45%,38%,7%,427,,,,,,,,,,,,,,
1848,Closed End,Transportation,Q11G,Household income,6,Data,Q14G_21,Transportation,Q13F_18,Transportation,"$80,000 to $99,999",5%,42%,47%,6%,315,,,,,,,,,,,,,,
1849,Closed End,Transportation,Q11G,Household income,7,Data,Q14G_21,Transportation,Q13F_18,Transportation,"$100,000 to $149,999",13%,39%,44%,5%,563,,,,,,,,,,,,,,
1850,Closed End,Transportation,Q11G,Household income,8,Data,Q14G_21,Transportation,Q13F_18,Transportation,"$150,000 or more",7%,40%,49%,5%,626,,,,,,,,,,,,,,
1851,Closed End,Transportation,Q11G,Housing status,1,Header,Q14G_21,Transportation,Q13F_18,Transportation,Results by housing status:,,,,,,,,,,,,,,,,,,,
1852,Closed End,Transportation,Q11G,Housing status,2,Data,Q14G_21,Transportation,Q13F_18,Transportation,Owner,11%,40%,44%,5%,2689,,,,,,,,,,,,,,
1853,Closed End,Transportation,Q11G,Housing status,3,Data,Q14G_21,Transportation,Q13F_18,Transportation,Renter,11%,49%,33%,6%,799,,,,,,,,,,,,,,
1854,Closed End,Transportation,Q11G,Housing status,4,Data,Q14G_21,Transportation,Q13F_18,Transportation,"Lives with family or friends, homeless, or some other arrangement",13%,55%,29%,3%,73,,,,,,,,,,,,,,
1855,Closed End,Transportation,Q11G,Home language,1,Header,Q14G_21,Transportation,Q13F_18,Transportation,Results by home language:,,,,,,,,,,,,,,,,,,,
1856,Closed End,Transportation,Q11G,Home language,2,Data,Q14G_21,Transportation,Q13F_18,Transportation,English only,11%,42%,42%,5%,3103,,,,,,,,,,,,,,
1857,Closed End,Transportation,Q11G,Home language,3,Data,Q14G_21,Transportation,Q13F_18,Transportation,English plus another language,12%,42%,37%,9%,237,,,,,,,,,,,,,,
1858,Closed End,Transportation,Q11G,Home language,4,Data,Q14G_21,Transportation,Q13F_18,Transportation,Another language only,10%,42%,41%,7%,119,,,,,,,,,,,,,,
1859,Closed End,Transportation,Q11G,Race / ethnicity,1,Header,Q14G_21,Transportation,Q13F_18,Transportation,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
1860,Closed End,Transportation,Q11G,Race / ethnicity,2,Data,Q14G_21,Transportation,Q13F_18,Transportation,BIPOC,14%,46%,33%,7%,595,,,,,,,,,,,,,,
1861,Closed End,Transportation,Q11G,Race / ethnicity,3,Data,Q14G_21,Transportation,Q13F_18,Transportation,"American Indian, Native American, or Alaska Native",20%,40%,27%,13%,67,,,,,,,,,,,,,,
1862,Closed End,Transportation,Q11G,Race / ethnicity,4,Data,Q14G_21,Transportation,Q13F_18,Transportation,Asian American or Asian,18%,46%,27%,9%,231,,,,,,,,,,,,,,
1863,Closed End,Transportation,Q11G,Race / ethnicity,5,Data,Q14G_21,Transportation,Q13F_18,Transportation,"Black, African American, or African",13%,44%,36%,6%,190,,,,,,,,,,,,,,
1864,Closed End,Transportation,Q11G,Race / ethnicity,6,Data,Q14G_21,Transportation,Q13F_18,Transportation,Latino/a or Hispanic,10%,48%,38%,4%,143,,,,,,,,,,,,,,
1865,Closed End,Transportation,Q11G,Race / ethnicity,7,Data,Q14G_21,Transportation,Q13F_18,Transportation,White or Caucasian alone,10%,41%,44%,5%,2739,,,,,,,,,,,,,,
1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Closed End,Transportation,Q11H,Title,1,Title,Q14H_21,Transportation,Q13G_18,Transportation,11H. Please rate pedestrian walkability and safety in the East Metro.,,,,,,,,,,,,,,,,,,,
1868,Closed End,Transportation,Q11H,Column labels,1,Labels,Q14H_21,Transportation,Q13G_18,Transportation,,Poor,Fair,Good,Excellent,Number of respondents (unweighted),,,,,,,,,,,,,,
1869,Closed End,Transportation,Q11H,Region,1,Header,Q14H_21,Transportation,Q13G_18,Transportation,Results by region:,,,,,,,,,,,,,,,,,,,
1870,Closed End,Transportation,Q11H,Region,2,Data,Q14H_21,Transportation,Q13G_18,Transportation,East Metro overall,14%,35%,41%,10%,3499,,,,,,,,,,,,,,
1871,Closed End,Transportation,Q11H,Region,3,Data,Q14H_21,Transportation,Q13G_18,Transportation,Dakota County,11%,33%,45%,12%,860,,,,,,,,,,,,,,
1872,Closed End,Transportation,Q11H,Region,4,Data,Q14H_21,Transportation,Q13G_18,Transportation,Ramsey County (overall),17%,37%,38%,8%,1928,,,,,,,,,,,,,,
1873,Closed End,Transportation,Q11H,Region,5,Data,Q14H_21,Transportation,Q13G_18,Transportation,City of Saint Paul,17%,37%,38%,7%,1079,,,,,,,,,,,,,,
1874,Closed End,Transportation,Q11H,Region,6,Data,Q14H_21,Transportation,Q13G_18,Transportation,Suburban Ramsey County,16%,38%,38%,8%,849,,,,,,,,,,,,,,
1875,Closed End,Transportation,Q11H,Region,7,Data,Q14H_21,Transportation,Q13G_18,Transportation,Washington County,15%,31%,41%,13%,711,,,,,,,,,,,,,,
1876,Closed End,Transportation,Q11H,Gender,1,Header,Q14H_21,Transportation,Q13G_18,Transportation,Results by gender identity:,,,,,,,,,,,,,,,,,,,
1877,Closed End,Transportation,Q11H,Gender,2,Data,Q14H_21,Transportation,Q13G_18,Transportation,Females,15%,36%,41%,8%,2072,,,,,,,,,,,,,,
1878,Closed End,Transportation,Q11H,Gender,3,Data,Q14H_21,Transportation,Q13G_18,Transportation,Males,14%,32%,42%,13%,1237,,,,,,,,,,,,,,
1879,Closed End,Transportation,Q11H,Age,1,Header,Q14H_21,Transportation,Q13G_18,Transportation,Results by age:,,,,,,,,,,,,,,,,,,,
1880,Closed End,Transportation,Q11H,Age,2,Data,Q14H_21,Transportation,Q13G_18,Transportation,18-34,18%,39%,36%,7%,450,,,,,,,,,,,,,,
1881,Closed End,Transportation,Q11H,Age,3,Data,Q14H_21,Transportation,Q13G_18,Transportation,35-44,14%,40%,38%,8%,587,,,,,,,,,,,,,,
1882,Closed End,Transportation,Q11H,Age,4,Data,Q14H_21,Transportation,Q13G_18,Transportation,45-54,16%,37%,40%,7%,413,,,,,,,,,,,,,,
1883,Closed End,Transportation,Q11H,Age,5,Data,Q14H_21,Transportation,Q13G_18,Transportation,55-64,12%,30%,44%,14%,538,,,,,,,,,,,,,,
1884,Closed End,Transportation,Q11H,Age,6,Data,Q14H_21,Transportation,Q13G_18,Transportation,65+,10%,29%,47%,14%,1046,,,,,,,,,,,,,,
1885,Closed End,Transportation,Q11H,Education,1,Header,Q14H_21,Transportation,Q13G_18,Transportation,Results by education level:,,,,,,,,,,,,,,,,,,,
1886,Closed End,Transportation,Q11H,Education,2,Data,Q14H_21,Transportation,Q13G_18,Transportation,"Less than HS diploma, no GED",14%,37%,32%,17%,55,,,,,,,,,,,,,,
1887,Closed End,Transportation,Q11H,Education,3,Data,Q14H_21,Transportation,Q13G_18,Transportation,HS diploma or GED,15%,32%,43%,10%,284,,,,,,,,,,,,,,
1888,Closed End,Transportation,Q11H,Education,4,Data,Q14H_21,Transportation,Q13G_18,Transportation,"Some college, trade school, or Associate degree",13%,33%,44%,10%,893,,,,,,,,,,,,,,
1889,Closed End,Transportation,Q11H,Education,5,Data,Q14H_21,Transportation,Q13G_18,Transportation,Bachelor's degree or higher,15%,35%,40%,10%,2115,,,,,,,,,,,,,,
1890,Closed End,Transportation,Q11H,Household income,1,Header,Q14H_21,Transportation,Q13G_18,Transportation,Results by household income:,,,,,,,,,,,,,,,,,,,
1891,Closed End,Transportation,Q11H,Household income,2,Data,Q14H_21,Transportation,Q13G_18,Transportation,"Less than $20,000",10%,37%,38%,15%,252,,,,,,,,,,,,,,
1892,Closed End,Transportation,Q11H,Household income,3,Data,Q14H_21,Transportation,Q13G_18,Transportation,"$20,000 to $39,999",17%,27%,48%,8%,355,,,,,,,,,,,,,,
1893,Closed End,Transportation,Q11H,Household income,4,Data,Q14H_21,Transportation,Q13G_18,Transportation,"$40,000 to $59,999",15%,32%,42%,10%,398,,,,,,,,,,,,,,
1894,Closed End,Transportation,Q11H,Household income,5,Data,Q14H_21,Transportation,Q13G_18,Transportation,"$60,000 to $79,999",14%,33%,44%,9%,412,,,,,,,,,,,,,,
1895,Closed End,Transportation,Q11H,Household income,6,Data,Q14H_21,Transportation,Q13G_18,Transportation,"$80,000 to $99,999",10%,35%,45%,11%,310,,,,,,,,,,,,,,
1896,Closed End,Transportation,Q11H,Household income,7,Data,Q14H_21,Transportation,Q13G_18,Transportation,"$100,000 to $149,999",14%,36%,40%,9%,552,,,,,,,,,,,,,,
1897,Closed End,Transportation,Q11H,Household income,8,Data,Q14H_21,Transportation,Q13G_18,Transportation,"$150,000 or more",17%,34%,40%,9%,616,,,,,,,,,,,,,,
1898,Closed End,Transportation,Q11H,Housing status,1,Header,Q14H_21,Transportation,Q13G_18,Transportation,Results by housing status:,,,,,,,,,,,,,,,,,,,
1899,Closed End,Transportation,Q11H,Housing status,2,Data,Q14H_21,Transportation,Q13G_18,Transportation,Owner,15%,34%,41%,10%,2619,,,,,,,,,,,,,,
1900,Closed End,Transportation,Q11H,Housing status,3,Data,Q14H_21,Transportation,Q13G_18,Transportation,Renter,13%,37%,43%,8%,790,,,,,,,,,,,,,,
1901,Closed End,Transportation,Q11H,Housing status,4,Data,Q14H_21,Transportation,Q13G_18,Transportation,"Lives with family or friends, homeless, or some other arrangement",21%,36%,35%,9%,66,,,,,,,,,,,,,,
1902,Closed End,Transportation,Q11H,Home language,1,Header,Q14H_21,Transportation,Q13G_18,Transportation,Results by home language:,,,,,,,,,,,,,,,,,,,
1903,Closed End,Transportation,Q11H,Home language,2,Data,Q14H_21,Transportation,Q13G_18,Transportation,English only,14%,35%,41%,10%,3017,,,,,,,,,,,,,,
1904,Closed End,Transportation,Q11H,Home language,3,Data,Q14H_21,Transportation,Q13G_18,Transportation,English plus another language,19%,31%,38%,12%,234,,,,,,,,,,,,,,
1905,Closed End,Transportation,Q11H,Home language,4,Data,Q14H_21,Transportation,Q13G_18,Transportation,Another language only,9%,29%,48%,13%,123,,,,,,,,,,,,,,
1906,Closed End,Transportation,Q11H,Race / ethnicity,1,Header,Q14H_21,Transportation,Q13G_18,Transportation,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
1907,Closed End,Transportation,Q11H,Race / ethnicity,2,Data,Q14H_21,Transportation,Q13G_18,Transportation,BIPOC,16%,31%,43%,10%,589,,,,,,,,,,,,,,
1908,Closed End,Transportation,Q11H,Race / ethnicity,3,Data,Q14H_21,Transportation,Q13G_18,Transportation,"American Indian, Native American, or Alaska Native",20%,25%,40%,14%,66,,,,,,,,,,,,,,
1909,Closed End,Transportation,Q11H,Race / ethnicity,4,Data,Q14H_21,Transportation,Q13G_18,Transportation,Asian American or Asian,18%,30%,40%,12%,230,,,,,,,,,,,,,,
1910,Closed End,Transportation,Q11H,Race / ethnicity,5,Data,Q14H_21,Transportation,Q13G_18,Transportation,"Black, African American, or African",13%,30%,47%,11%,187,,,,,,,,,,,,,,
