OrigRowNum,TableType,Topic,Question,TableSection,SectionOrder,RowType,Question_2021,Qnum2018,Topic2018,TblCol_1,TblCol_2,TblCol_3,TblCol_4,TblCol_5,TblCol_6,TblCol_7,TblCol_8,TblCol_9,TblCol_10,TblCol_11,TblCol_12,TblCol_13,TblCol_14,TblCol_15,TblCol_16,TblCol_17,TblCol_18,TblCol_19,TblCol_20
1983,Closed End,Transportation,Q13D_21,Home language,3,Data,Q14E_21,Q13D_18,Transportation,   English plus another language,10%,48%,35%,6%,177,,,,,,,,,,,,,,
1984,Closed End,Transportation,Q13D_21,Home language,4,Data,Q14E_21,Q13D_18,Transportation,   Another language only,13%,37%,47%,4%,79,,,,,,,,,,,,,,
1985,Closed End,Transportation,Q13D_21,Race / ethnicity,1,Header,Q14E_21,Q13D_18,Transportation,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
1986,Closed End,Transportation,Q13D_21,Race / ethnicity,2,Data,Q14E_21,Q13D_18,Transportation,   BIPOC,10%,47%,33%,10%,563,,,,,,,,,,,,,,
1987,Closed End,Transportation,Q13D_21,Race / ethnicity,3,Data,Q14E_21,Q13D_18,Transportation,      "American Indian, Native American, or Alaska Native",3%,47%,35%,15%,100,,,,,,,,,,,,,,
1988,Closed End,Transportation,Q13D_21,Race / ethnicity,4,Data,Q14E_21,Q13D_18,Transportation,      Asian American or Asian,9%,42%,42%,6%,146,,,,,,,,,,,,,,
1989,Closed End,Transportation,Q13D_21,Race / ethnicity,5,Data,Q14E_21,Q13D_18,Transportation,      "Black, African American, or African",9%,56%,25%,9%,275,,,,,,,,,,,,,,
1990,Closed End,Transportation,Q13D_21,Race / ethnicity,6,Data,Q14E_21,Q13D_18,Transportation,      Latino/a or Hispanic,14%,41%,28%,17%,92,,,,,,,,,,,,,,
1991,Closed End,Transportation,Q13D_21,Race / ethnicity,7,Data,Q14E_21,Q13D_18,Transportation,   White or Caucasian alone,11%,49%,30%,10%,1054,,,,,,,,,,,,,,
1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Closed End,Transportation,Q13E_21,Title,1,Title,Q14F_21,Q13E_18,Transportation,14F. Please rate the road conditions and maintenance in the East Metro.,,,,,,,,,,,,,,,,,,,
1994,Closed End,Transportation,Q13E_21,Column labels,1,Labels,Q14F_21,Q13E_18,Transportation,,Excellent,Good,Fair,Poor,Number of respondents (unweighted),,,,,,,,,,,,,,
1995,Closed End,Transportation,Q13E_21,Region,1,Header,Q14F_21,Q13E_18,Transportation,Results by region:,,,,,,,,,,,,,,,,,,,
1996,Closed End,Transportation,Q13E_21,Region,2,Data,Q14F_21,Q13E_18,Transportation,   East Metro overall,5%,38%,39%,18%,2924,,,,,,,,,,,,,,
1997,Closed End,Transportation,Q13E_21,Region,3,Data,Q14F_21,Q13E_18,Transportation,   Dakota County,8%,47%,37%,8%,403,,,,,,,,,,,,,,
1998,Closed End,Transportation,Q13E_21,Region,4,Data,Q14F_21,Q13E_18,Transportation,   Ramsey County (overall),4%,29%,41%,26%,2140,,,,,,,,,,,,,,
1999,Closed End,Transportation,Q13E_21,Region,5,Data,Q14F_21,Q13E_18,Transportation,      City of Saint Paul,3%,22%,40%,35%,1733,,,,,,,,,,,,,,
2000,Closed End,Transportation,Q13E_21,Region,6,Data,Q14F_21,Q13E_18,Transportation,      Suburban Ramsey County,5%,38%,41%,15%,407,,,,,,,,,,,,,,
2001,Closed End,Transportation,Q13E_21,Region,7,Data,Q14F_21,Q13E_18,Transportation,   Washington County,3%,42%,37%,18%,381,,,,,,,,,,,,,,
2002,Closed End,Transportation,Q13E_21,Gender,1,Header,Q14F_21,Q13E_18,Transportation,Results by gender:,,,,,,,,,,,,,,,,,,,
2003,Closed End,Transportation,Q13E_21,Gender,2,Data,Q14F_21,Q13E_18,Transportation,   Females,4%,38%,40%,17%,1805,,,,,,,,,,,,,,
2004,Closed End,Transportation,Q13E_21,Gender,3,Data,Q14F_21,Q13E_18,Transportation,   Males,6%,39%,37%,18%,972,,,,,,,,,,,,,,
2005,Closed End,Transportation,Q13E_21,Age,1,Header,Q14F_21,Q13E_18,Transportation,Results by age:,,,,,,,,,,,,,,,,,,,
2006,Closed End,Transportation,Q13E_21,Age,2,Data,Q14F_21,Q13E_18,Transportation,   18-34,4%,36%,39%,22%,394,,,,,,,,,,,,,,
2007,Closed End,Transportation,Q13E_21,Age,3,Data,Q14F_21,Q13E_18,Transportation,   35-44,6%,38%,40%,16%,417,,,,,,,,,,,,,,
2008,Closed End,Transportation,Q13E_21,Age,4,Data,Q14F_21,Q13E_18,Transportation,   45-54,3%,34%,42%,20%,362,,,,,,,,,,,,,,
2009,Closed End,Transportation,Q13E_21,Age,5,Data,Q14F_21,Q13E_18,Transportation,   55-64,6%,43%,37%,14%,503,,,,,,,,,,,,,,
2010,Closed End,Transportation,Q13E_21,Age,6,Data,Q14F_21,Q13E_18,Transportation,   65+,7%,45%,35%,13%,803,,,,,,,,,,,,,,
2011,Closed End,Transportation,Q13E_21,Education,1,Header,Q14F_21,Q13E_18,Transportation,Results by education level:,,,,,,,,,,,,,,,,,,,
2012,Closed End,Transportation,Q13E_21,Education,2,Data,Q14F_21,Q13E_18,Transportation,   "Less than HS diploma, no GED",7%,44%,16%,34%,87,,,,,,,,,,,,,,
2013,Closed End,Transportation,Q13E_21,Education,3,Data,Q14F_21,Q13E_18,Transportation,   HS diploma or GED,4%,40%,33%,24%,332,,,,,,,,,,,,,,
2014,Closed End,Transportation,Q13E_21,Education,4,Data,Q14F_21,Q13E_18,Transportation,   "Some college, trade school, or Associate degree",5%,35%,43%,18%,932,,,,,,,,,,,,,,
2015,Closed End,Transportation,Q13E_21,Education,5,Data,Q14F_21,Q13E_18,Transportation,   Bachelor's degree or higher,6%,41%,39%,14%,1477,,,,,,,,,,,,,,
2016,Closed End,Transportation,Q13E_21,Household income,1,Header,Q14F_21,Q13E_18,Transportation,Results by household income:,,,,,,,,,,,,,,,,,,,
2017,Closed End,Transportation,Q13E_21,Household income,2,Data,Q14F_21,Q13E_18,Transportation,   "Less than $20,000",4%,42%,29%,25%,458,,,,,,,,,,,,,,
2018,Closed End,Transportation,Q13E_21,Household income,3,Data,Q14F_21,Q13E_18,Transportation,   "$20,000 to $39,999",6%,36%,30%,27%,412,,,,,,,,,,,,,,
2019,Closed End,Transportation,Q13E_21,Household income,4,Data,Q14F_21,Q13E_18,Transportation,   "$40,000 to $59,999",4%,30%,50%,16%,382,,,,,,,,,,,,,,
2020,Closed End,Transportation,Q13E_21,Household income,5,Data,Q14F_21,Q13E_18,Transportation,   "$60,000 to $79,999",3%,42%,36%,18%,294,,,,,,,,,,,,,,
2021,Closed End,Transportation,Q13E_21,Household income,6,Data,Q14F_21,Q13E_18,Transportation,   "$80,000 to $99,999",7%,33%,46%,14%,261,,,,,,,,,,,,,,
2022,Closed End,Transportation,Q13E_21,Household income,7,Data,Q14F_21,Q13E_18,Transportation,   "$100,000 to $149,999",4%,42%,38%,16%,337,,,,,,,,,,,,,,
2023,Closed End,Transportation,Q13E_21,Household income,8,Data,Q14F_21,Q13E_18,Transportation,   "$150,000 or more",8%,42%,34%,16%,259,,,,,,,,,,,,,,
2024,Closed End,Transportation,Q13E_21,Housing status,1,Header,Q14F_21,Q13E_18,Transportation,Results by housing status:,,,,,,,,,,,,,,,,,,,
2025,Closed End,Transportation,Q13E_21,Housing status,2,Data,Q14F_21,Q13E_18,Transportation,   Owner,5%,41%,38%,16%,1902,,,,,,,,,,,,,,
2026,Closed End,Transportation,Q13E_21,Housing status,3,Data,Q14F_21,Q13E_18,Transportation,   Renter,4%,32%,41%,23%,946,,,,,,,,,,,,,,
2027,Closed End,Transportation,Q13E_21,Housing status,4,Data,Q14F_21,Q13E_18,Transportation,   "Lives with family or friends, homeless, or some other arrangement",7%,14%,35%,43%,63,,,,,,,,,,,,,,
2028,Closed End,Transportation,Q13E_21,Home language,1,Header,Q14F_21,Q13E_18,Transportation,Results by home language:,,,,,,,,,,,,,,,,,,,
2029,Closed End,Transportation,Q13E_21,Home language,2,Data,Q14F_21,Q13E_18,Transportation,   English only,5%,39%,40%,16%,2500,,,,,,,,,,,,,,
2030,Closed End,Transportation,Q13E_21,Home language,3,Data,Q14F_21,Q13E_18,Transportation,   English plus another language,2%,37%,31%,30%,238,,,,,,,,,,,,,,
2031,Closed End,Transportation,Q13E_21,Home language,4,Data,Q14F_21,Q13E_18,Transportation,   Another language only,11%,24%,41%,24%,95,,,,,,,,,,,,,,
2032,Closed End,Transportation,Q13E_21,Race / ethnicity,1,Header,Q14F_21,Q13E_18,Transportation,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
2033,Closed End,Transportation,Q13E_21,Race / ethnicity,2,Data,Q14F_21,Q13E_18,Transportation,   BIPOC,6%,33%,35%,26%,732,,,,,,,,,,,,,,
2034,Closed End,Transportation,Q13E_21,Race / ethnicity,3,Data,Q14F_21,Q13E_18,Transportation,      "American Indian, Native American, or Alaska Native",1%,29%,47%,23%,122,,,,,,,,,,,,,,
2035,Closed End,Transportation,Q13E_21,Race / ethnicity,4,Data,Q14F_21,Q13E_18,Transportation,      Asian American or Asian,4%,38%,38%,20%,202,,,,,,,,,,,,,,
2036,Closed End,Transportation,Q13E_21,Race / ethnicity,5,Data,Q14F_21,Q13E_18,Transportation,      "Black, African American, or African",11%,30%,39%,19%,330,,,,,,,,,,,,,,
2037,Closed End,Transportation,Q13E_21,Race / ethnicity,6,Data,Q14F_21,Q13E_18,Transportation,      Latino/a or Hispanic,4%,25%,23%,48%,128,,,,,,,,,,,,,,
2038,Closed End,Transportation,Q13E_21,Race / ethnicity,7,Data,Q14F_21,Q13E_18,Transportation,   White or Caucasian alone,5%,41%,40%,15%,1979,,,,,,,,,,,,,,
2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,Closed End,Transportation,Q13F_21,Title,1,Title,Q14G_21,Q13F_18,Transportation,14G. Please rate the traffic conditions (congestion) in the East Metro.,,,,,,,,,,,,,,,,,,,
2041,Closed End,Transportation,Q13F_21,Column labels,1,Labels,Q14G_21,Q13F_18,Transportation,,Excellent,Good,Fair,Poor,Number of respondents (unweighted),,,,,,,,,,,,,,
2042,Closed End,Transportation,Q13F_21,Region,1,Header,Q14G_21,Q13F_18,Transportation,Results by region:,,,,,,,,,,,,,,,,,,,
2043,Closed End,Transportation,Q13F_21,Region,2,Data,Q14G_21,Q13F_18,Transportation,   East Metro overall,5%,36%,45%,14%,2910,,,,,,,,,,,,,,
2044,Closed End,Transportation,Q13F_21,Region,3,Data,Q14G_21,Q13F_18,Transportation,   Dakota County,9%,40%,41%,10%,402,,,,,,,,,,,,,,
2045,Closed End,Transportation,Q13F_21,Region,4,Data,Q14G_21,Q13F_18,Transportation,   Ramsey County (overall),3%,32%,47%,18%,2133,,,,,,,,,,,,,,
2046,Closed End,Transportation,Q13F_21,Region,5,Data,Q14G_21,Q13F_18,Transportation,      City of Saint Paul,4%,30%,48%,18%,1723,,,,,,,,,,,,,,
2047,Closed End,Transportation,Q13F_21,Region,6,Data,Q14G_21,Q13F_18,Transportation,      Suburban Ramsey County,2%,35%,45%,17%,410,,,,,,,,,,,,,,
2048,Closed End,Transportation,Q13F_21,Region,7,Data,Q14G_21,Q13F_18,Transportation,   Washington County,1%,35%,51%,14%,375,,,,,,,,,,,,,,
2049,Closed End,Transportation,Q13F_21,Gender,1,Header,Q14G_21,Q13F_18,Transportation,Results by gender:,,,,,,,,,,,,,,,,,,,
2050,Closed End,Transportation,Q13F_21,Gender,2,Data,Q14G_21,Q13F_18,Transportation,   Females,4%,37%,46%,12%,1801,,,,,,,,,,,,,,
2051,Closed End,Transportation,Q13F_21,Gender,3,Data,Q14G_21,Q13F_18,Transportation,   Males,5%,35%,44%,16%,962,,,,,,,,,,,,,,
2052,Closed End,Transportation,Q13F_21,Age,1,Header,Q14G_21,Q13F_18,Transportation,Results by age:,,,,,,,,,,,,,,,,,,,
2053,Closed End,Transportation,Q13F_21,Age,2,Data,Q14G_21,Q13F_18,Transportation,   18-34,5%,34%,44%,17%,397,,,,,,,,,,,,,,
2054,Closed End,Transportation,Q13F_21,Age,3,Data,Q14G_21,Q13F_18,Transportation,   35-44,10%,37%,40%,13%,414,,,,,,,,,,,,,,
2055,Closed End,Transportation,Q13F_21,Age,4,Data,Q14G_21,Q13F_18,Transportation,   45-54,1%,29%,53%,17%,353,,,,,,,,,,,,,,
2056,Closed End,Transportation,Q13F_21,Age,5,Data,Q14G_21,Q13F_18,Transportation,   55-64,5%,43%,41%,11%,498,,,,,,,,,,,,,,
2057,Closed End,Transportation,Q13F_21,Age,6,Data,Q14G_21,Q13F_18,Transportation,   65+,3%,42%,45%,10%,805,,,,,,,,,,,,,,
2058,Closed End,Transportation,Q13F_21,Education,1,Header,Q14G_21,Q13F_18,Transportation,Results by education level:,,,,,,,,,,,,,,,,,,,
2059,Closed End,Transportation,Q13F_21,Education,2,Data,Q14G_21,Q13F_18,Transportation,   "Less than HS diploma, no GED",6%,33%,44%,17%,90,,,,,,,,,,,,,,
2060,Closed End,Transportation,Q13F_21,Education,3,Data,Q14G_21,Q13F_18,Transportation,   HS diploma or GED,6%,35%,45%,14%,323,,,,,,,,,,,,,,
2061,Closed End,Transportation,Q13F_21,Education,4,Data,Q14G_21,Q13F_18,Transportation,   "Some college, trade school, or Associate degree",4%,34%,46%,16%,922,,,,,,,,,,,,,,
2062,Closed End,Transportation,Q13F_21,Education,5,Data,Q14G_21,Q13F_18,Transportation,   Bachelor's degree or higher,5%,37%,45%,13%,1482,,,,,,,,,,,,,,
2063,Closed End,Transportation,Q13F_21,Household income,1,Header,Q14G_21,Q13F_18,Transportation,Results by household income:,,,,,,,,,,,,,,,,,,,
2064,Closed End,Transportation,Q13F_21,Household income,2,Data,Q14G_21,Q13F_18,Transportation,   "Less than $20,000",6%,30%,53%,12%,447,,,,,,,,,,,,,,
2065,Closed End,Transportation,Q13F_21,Household income,3,Data,Q14G_21,Q13F_18,Transportation,   "$20,000 to $39,999",7%,33%,42%,18%,408,,,,,,,,,,,,,,
2066,Closed End,Transportation,Q13F_21,Household income,4,Data,Q14G_21,Q13F_18,Transportation,   "$40,000 to $59,999",5%,32%,50%,14%,382,,,,,,,,,,,,,,
2067,Closed End,Transportation,Q13F_21,Household income,5,Data,Q14G_21,Q13F_18,Transportation,   "$60,000 to $79,999",5%,36%,41%,18%,300,,,,,,,,,,,,,,
2068,Closed End,Transportation,Q13F_21,Household income,6,Data,Q14G_21,Q13F_18,Transportation,   "$80,000 to $99,999",2%,39%,41%,18%,262,,,,,,,,,,,,,,
2069,Closed End,Transportation,Q13F_21,Household income,7,Data,Q14G_21,Q13F_18,Transportation,   "$100,000 to $149,999",4%,39%,43%,14%,339,,,,,,,,,,,,,,
2070,Closed End,Transportation,Q13F_21,Household income,8,Data,Q14G_21,Q13F_18,Transportation,   "$150,000 or more",6%,39%,44%,10%,257,,,,,,,,,,,,,,
2071,Closed End,Transportation,Q13F_21,Housing status,1,Header,Q14G_21,Q13F_18,Transportation,Results by housing status:,,,,,,,,,,,,,,,,,,,
2072,Closed End,Transportation,Q13F_21,Housing status,2,Data,Q14G_21,Q13F_18,Transportation,   Owner,4%,39%,44%,13%,1902,,,,,,,,,,,,,,
2073,Closed End,Transportation,Q13F_21,Housing status,3,Data,Q14G_21,Q13F_18,Transportation,   Renter,8%,28%,49%,15%,930,,,,,,,,,,,,,,
2074,Closed End,Transportation,Q13F_21,Housing status,4,Data,Q14G_21,Q13F_18,Transportation,   "Lives with family or friends, homeless, or some other arrangement",5%,8%,42%,45%,65,,,,,,,,,,,,,,
2075,Closed End,Transportation,Q13F_21,Home language,1,Header,Q14G_21,Q13F_18,Transportation,Results by home language:,,,,,,,,,,,,,,,,,,,
2076,Closed End,Transportation,Q13F_21,Home language,2,Data,Q14G_21,Q13F_18,Transportation,   English only,4%,37%,46%,13%,2485,,,,,,,,,,,,,,
2077,Closed End,Transportation,Q13F_21,Home language,3,Data,Q14G_21,Q13F_18,Transportation,   English plus another language,12%,26%,41%,21%,237,,,,,,,,,,,,,,
2078,Closed End,Transportation,Q13F_21,Home language,4,Data,Q14G_21,Q13F_18,Transportation,   Another language only,10%,24%,45%,21%,98,,,,,,,,,,,,,,
2079,Closed End,Transportation,Q13F_21,Race / ethnicity,1,Header,Q14G_21,Q13F_18,Transportation,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
2080,Closed End,Transportation,Q13F_21,Race / ethnicity,2,Data,Q14G_21,Q13F_18,Transportation,   BIPOC,10%,29%,41%,19%,732,,,,,,,,,,,,,,
2081,Closed End,Transportation,Q13F_21,Race / ethnicity,3,Data,Q14G_21,Q13F_18,Transportation,      "American Indian, Native American, or Alaska Native",1%,23%,54%,22%,127,,,,,,,,,,,,,,
2082,Closed End,Transportation,Q13F_21,Race / ethnicity,4,Data,Q14G_21,Q13F_18,Transportation,      Asian American or Asian,8%,31%,49%,12%,201,,,,,,,,,,,,,,
2083,Closed End,Transportation,Q13F_21,Race / ethnicity,5,Data,Q14G_21,Q13F_18,Transportation,      "Black, African American, or African",16%,32%,35%,17%,328,,,,,,,,,,,,,,
2084,Closed End,Transportation,Q13F_21,Race / ethnicity,6,Data,Q14G_21,Q13F_18,Transportation,      Latino/a or Hispanic,7%,23%,34%,36%,132,,,,,,,,,,,,,,
2085,Closed End,Transportation,Q13F_21,Race / ethnicity,7,Data,Q14G_21,Q13F_18,Transportation,   White or Caucasian alone,3%,38%,47%,12%,1970,,,,,,,,,,,,,,
2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,Closed End,Transportation,Q13G_21,Title,1,Title,Q14H_21,Q13G_18,Transportation,14H. Please rate pedestrian walkability and safety in the East Metro.,,,,,,,,,,,,,,,,,,,
2088,Closed End,Transportation,Q13G_21,Column labels,1,Labels,Q14H_21,Q13G_18,Transportation,,Excellent,Good,Fair,Poor,Number of respondents (unweighted),,,,,,,,,,,,,,
2089,Closed End,Transportation,Q13G_21,Region,1,Header,Q14H_21,Q13G_18,Transportation,Results by region:,,,,,,,,,,,,,,,,,,,
2090,Closed End,Transportation,Q13G_21,Region,2,Data,Q14H_21,Q13G_18,Transportation,   East Metro overall,9%,43%,36%,12%,2880,,,,,,,,,,,,,,
2091,Closed End,Transportation,Q13G_21,Region,3,Data,Q14H_21,Q13G_18,Transportation,   Dakota County,10%,52%,30%,9%,386,,,,,,,,,,,,,,
2092,Closed End,Transportation,Q13G_21,Region,4,Data,Q14H_21,Q13G_18,Transportation,   Ramsey County (overall),9%,38%,38%,15%,2127,,,,,,,,,,,,,,
2093,Closed End,Transportation,Q13G_21,Region,5,Data,Q14H_21,Q13G_18,Transportation,      City of Saint Paul,8%,38%,38%,16%,1734,,,,,,,,,,,,,,
2094,Closed End,Transportation,Q13G_21,Region,6,Data,Q14H_21,Q13G_18,Transportation,      Suburban Ramsey County,10%,39%,38%,13%,393,,,,,,,,,,,,,,
2095,Closed End,Transportation,Q13G_21,Region,7,Data,Q14H_21,Q13G_18,Transportation,   Washington County,10%,39%,41%,10%,367,,,,,,,,,,,,,,
2096,Closed End,Transportation,Q13G_21,Gender,1,Header,Q14H_21,Q13G_18,Transportation,Results by gender:,,,,,,,,,,,,,,,,,,,
2097,Closed End,Transportation,Q13G_21,Gender,2,Data,Q14H_21,Q13G_18,Transportation,   Females,8%,43%,36%,12%,1779,,,,,,,,,,,,,,
2098,Closed End,Transportation,Q13G_21,Gender,3,Data,Q14H_21,Q13G_18,Transportation,   Males,10%,44%,36%,10%,952,,,,,,,,,,,,,,
2099,Closed End,Transportation,Q13G_21,Age,1,Header,Q14H_21,Q13G_18,Transportation,Results by age:,,,,,,,,,,,,,,,,,,,
2100,Closed End,Transportation,Q13G_21,Age,2,Data,Q14H_21,Q13G_18,Transportation,   18-34,9%,42%,33%,17%,396,,,,,,,,,,,,,,
2101,Closed End,Transportation,Q13G_21,Age,3,Data,Q14H_21,Q13G_18,Transportation,   35-44,10%,43%,36%,11%,408,,,,,,,,,,,,,,
2102,Closed End,Transportation,Q13G_21,Age,4,Data,Q14H_21,Q13G_18,Transportation,   45-54,3%,42%,44%,10%,351,,,,,,,,,,,,,,
2103,Closed End,Transportation,Q13G_21,Age,5,Data,Q14H_21,Q13G_18,Transportation,   55-64,11%,44%,36%,9%,504,,,,,,,,,,,,,,
2104,Closed End,Transportation,Q13G_21,Age,6,Data,Q14H_21,Q13G_18,Transportation,   65+,11%,53%,26%,11%,784,,,,,,,,,,,,,,
2105,Closed End,Transportation,Q13G_21,Education,1,Header,Q14H_21,Q13G_18,Transportation,Results by education level:,,,,,,,,,,,,,,,,,,,
2106,Closed End,Transportation,Q13G_21,Education,2,Data,Q14H_21,Q13G_18,Transportation,   "Less than HS diploma, no GED",8%,43%,40%,10%,91,,,,,,,,,,,,,,
2107,Closed End,Transportation,Q13G_21,Education,3,Data,Q14H_21,Q13G_18,Transportation,   HS diploma or GED,13%,44%,31%,12%,337,,,,,,,,,,,,,,
2108,Closed End,Transportation,Q13G_21,Education,4,Data,Q14H_21,Q13G_18,Transportation,   "Some college, trade school, or Associate degree",7%,44%,38%,11%,906,,,,,,,,,,,,,,
2109,Closed End,Transportation,Q13G_21,Education,5,Data,Q14H_21,Q13G_18,Transportation,   Bachelor's degree or higher,9%,43%,36%,12%,1453,,,,,,,,,,,,,,
2110,Closed End,Transportation,Q13G_21,Household income,1,Header,Q14H_21,Q13G_18,Transportation,Results by household income:,,,,,,,,,,,,,,,,,,,
2111,Closed End,Transportation,Q13G_21,Household income,2,Data,Q14H_21,Q13G_18,Transportation,   "Less than $20,000",7%,45%,33%,16%,456,,,,,,,,,,,,,,
2112,Closed End,Transportation,Q13G_21,Household income,3,Data,Q14H_21,Q13G_18,Transportation,   "$20,000 to $39,999",14%,36%,34%,16%,404,,,,,,,,,,,,,,
2113,Closed End,Transportation,Q13G_21,Household income,4,Data,Q14H_21,Q13G_18,Transportation,   "$40,000 to $59,999",7%,45%,33%,16%,372,,,,,,,,,,,,,,
2114,Closed End,Transportation,Q13G_21,Household income,5,Data,Q14H_21,Q13G_18,Transportation,   "$60,000 to $79,999",18%,37%,33%,12%,293,,,,,,,,,,,,,,
2115,Closed End,Transportation,Q13G_21,Household income,6,Data,Q14H_21,Q13G_18,Transportation,   "$80,000 to $99,999",4%,47%,39%,10%,260,,,,,,,,,,,,,,
2116,Closed End,Transportation,Q13G_21,Household income,7,Data,Q14H_21,Q13G_18,Transportation,   "$100,000 to $149,999",7%,41%,41%,11%,329,,,,,,,,,,,,,,
2117,Closed End,Transportation,Q13G_21,Household income,8,Data,Q14H_21,Q13G_18,Transportation,   "$150,000 or more",8%,52%,31%,9%,253,,,,,,,,,,,,,,
2118,Closed End,Transportation,Q13G_21,Housing status,1,Header,Q14H_21,Q13G_18,Transportation,Results by housing status:,,,,,,,,,,,,,,,,,,,
2119,Closed End,Transportation,Q13G_21,Housing status,2,Data,Q14H_21,Q13G_18,Transportation,   Owner,9%,46%,35%,10%,1868,,,,,,,,,,,,,,
2120,Closed End,Transportation,Q13G_21,Housing status,3,Data,Q14H_21,Q13G_18,Transportation,   Renter,9%,37%,37%,17%,939,,,,,,,,,,,,,,
2121,Closed End,Transportation,Q13G_21,Housing status,4,Data,Q14H_21,Q13G_18,Transportation,   "Lives with family or friends, homeless, or some other arrangement",17%,20%,50%,13%,62,,,,,,,,,,,,,,
2122,Closed End,Transportation,Q13G_21,Home language,1,Header,Q14H_21,Q13G_18,Transportation,Results by home language:,,,,,,,,,,,,,,,,,,,
2123,Closed End,Transportation,Q13G_21,Home language,2,Data,Q14H_21,Q13G_18,Transportation,   English only,9%,44%,36%,11%,2453,,,,,,,,,,,,,,
2124,Closed End,Transportation,Q13G_21,Home language,3,Data,Q14H_21,Q13G_18,Transportation,   English plus another language,10%,38%,37%,15%,240,,,,,,,,,,,,,,
2125,Closed End,Transportation,Q13G_21,Home language,4,Data,Q14H_21,Q13G_18,Transportation,   Another language only,15%,25%,48%,13%,96,,,,,,,,,,,,,,
2126,Closed End,Transportation,Q13G_21,Race / ethnicity,1,Header,Q14H_21,Q13G_18,Transportation,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
2127,Closed End,Transportation,Q13G_21,Race / ethnicity,2,Data,Q14H_21,Q13G_18,Transportation,   BIPOC,12%,36%,38%,14%,740,,,,,,,,,,,,,,
2128,Closed End,Transportation,Q13G_21,Race / ethnicity,3,Data,Q14H_21,Q13G_18,Transportation,      "American Indian, Native American, or Alaska Native",2%,37%,44%,17%,129,,,,,,,,,,,,,,
2129,Closed End,Transportation,Q13G_21,Race / ethnicity,4,Data,Q14H_21,Q13G_18,Transportation,      Asian American or Asian,6%,46%,41%,7%,203,,,,,,,,,,,,,,
2130,Closed End,Transportation,Q13G_21,Race / ethnicity,5,Data,Q14H_21,Q13G_18,Transportation,      "Black, African American, or African",22%,28%,35%,15%,332,,,,,,,,,,,,,,
2131,Closed End,Transportation,Q13G_21,Race / ethnicity,6,Data,Q14H_21,Q13G_18,Transportation,      Latino/a or Hispanic,7%,30%,36%,28%,132,,,,,,,,,,,,,,
2132,Closed End,Transportation,Q13G_21,Race / ethnicity,7,Data,Q14H_21,Q13G_18,Transportation,   White or Caucasian alone,8%,45%,36%,11%,1928,,,,,,,,,,,,,,
2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,Closed End,Transportation,Q13H_21,Title,1,Title,Q14I_21,Q13H_18,Transportation,14I. Please rate the options for biking in the East Metro.,,,,,,,,,,,,,,,,,,,
2135,Closed End,Transportation,Q13H_21,Column labels,1,Labels,Q14I_21,Q13H_18,Transportation,,Excellent,Good,Fair,Poor,Number of respondents (unweighted),,,,,,,,,,,,,,
2136,Closed End,Transportation,Q13H_21,Region,1,Header,Q14I_21,Q13H_18,Transportation,Results by region:,,,,,,,,,,,,,,,,,,,
