OrigRowNum,TableType,Topic,Question,TableSection,SectionOrder,RowType,TblCol_1,TblCol_2,TblCol_3,TblCol_4,TblCol_5,TblCol_6,TblCol_7,TblCol_8,TblCol_9,TblCol_10,TblCol_11,TblCol_12,TblCol_13,TblCol_14,TblCol_15,TblCol_16,TblCol_17,TblCol_18,TblCol_19,TblCol_20
1298,Closed End,Education,Q10D_18,Title,1,Title,Q10D. Do any of the children who live in your household attend any of the following public charter schools NOT in your neighborhood? (Check all that apply),,,,,,,,,,,,,,,,,,,
1299,Closed End,Education,Q10D_18,Title,2,Labels,,Grade K-6,Grade 7-8,Grade 9-12,No, none of these,Number of respondents (unweighted),,,,,,,,,,,,,,
1300,Closed End,Education,Q10D_18,Region,1,Header,Results by region:,--,--,--,--,,,,,,,,,,,,,,,
1301,Closed End,Education,Q10D_18,Region,2,Data,   East Metro overall,4%,1%,2%,94%,377,,,,,,,,,,,,,,
1302,Closed End,Education,Q10D_18,Region,3,Data,   Dakota County,--,--,--,100%,94,,,,,,,,,,,,,,
1303,Closed End,Education,Q10D_18,Region,4,Data,   Ramsey County (overall),7%,1%,5%,88%,178,,,,,,,,,,,,,,
1304,Closed End,Education,Q10D_18,Region,5,Data,      City of Saint Paul,8%,<.5%,7%,85%,89,,,,,,,,,,,,,,
1305,Closed End,Education,Q10D_18,Region,6,Data,      Suburban Ramsey County,4%,1%,1%,94%,89,,,,,,,,,,,,,,
1306,Closed End,Education,Q10D_18,Region,7,Data,   Washington County,4%,1%,2%,95%,105,,,,,,,,,,,,,,
1307,Closed End,Education,Q10D_18,Gender,1,Header,Results by gender:,--,--,--,--,,,,,,,,,,,,,,,
1308,Closed End,Education,Q10D_18,Gender,2,Data,   Females,2%,1%,4%,94%,279,,,,,,,,,,,,,,
1309,Closed End,Education,Q10D_18,Gender,3,Data,   Males,6%,--,--,94%,94,,,,,,,,,,,,,,
1310,Closed End,Education,Q10D_18,Age,1,Header,Results by age:,--,--,--,--,,,,,,,,,,,,,,,
1311,Closed End,Education,Q10D_18,Age,2,Data,   18-34,10%,--,7%,83%,48,,,,,,,,,,,,,,
1312,Closed End,Education,Q10D_18,Age,3,Data,   35-44,1%,1%,1%,98%,156,,,,,,,,,,,,,,
1313,Closed End,Education,Q10D_18,Age,4,Data,   45-54,2%,<.5%,1%,97%,125,,,,,,,,,,,,,,
1314,Closed End,Education,Q10D_18,Age,5,Data,   55-64,--,1%,3%,96%,30,,,,,,,,,,,,,,
1315,Closed End,Education,Q10D_18,Age,6,Data,   65+,--,--,--,--,9,,,,,,,,,,,,,,
1316,Closed End,Education,Q10D_18,Education,1,Header,Results by education level:,--,--,--,--,,,,,,,,,,,,,,,
1317,Closed End,Education,Q10D_18,Education,2,Data,   "Less than HS diploma, no GED",--,--,--,--,6,,,,,,,,,,,,,,
1318,Closed End,Education,Q10D_18,Education,3,Data,   HS diploma or GED,9%,--,8%,84%,25,,,,,,,,,,,,,,
1319,Closed End,Education,Q10D_18,Education,4,Data,   "Some college, trade school, or Associate degree",3%,--,<.5%,97%,91,,,,,,,,,,,,,,
1320,Closed End,Education,Q10D_18,Education,5,Data,   Bachelor's degree or higher,2%,1%,1%,97%,252,,,,,,,,,,,,,,
1321,Closed End,Education,Q10D_18,Household income,1,Header,Results by household income:,--,--,--,--,,,,,,,,,,,,,,,
1322,Closed End,Education,Q10D_18,Household income,2,Data,   "Less than $20,000",--,--,--,--,14,,,,,,,,,,,,,,
1323,Closed End,Education,Q10D_18,Household income,3,Data,   "$20,000 to $39,999",--,--,--,100%,35,,,,,,,,,,,,,,
1324,Closed End,Education,Q10D_18,Household income,4,Data,   "$40,000 to $59,999",15%,1%,1%,85%,41,,,,,,,,,,,,,,
1325,Closed End,Education,Q10D_18,Household income,5,Data,   "$60,000 to $79,999",1%,1%,--,99%,39,,,,,,,,,,,,,,
1326,Closed End,Education,Q10D_18,Household income,6,Data,   "$80,000 to $99,999",--,--,1%,99%,44,,,,,,,,,,,,,,
1327,Closed End,Education,Q10D_18,Household income,7,Data,   "$100,000 to $149,999",--,1%,<.5%,99%,86,,,,,,,,,,,,,,
1328,Closed End,Education,Q10D_18,Household income,8,Data,   "$150,000 or more",5%,1%,--,95%,72,,,,,,,,,,,,,,
1329,Closed End,Education,Q10D_18,Housing status,1,Header,Results by housing status:,--,--,--,--,,,,,,,,,,,,,,,
1330,Closed End,Education,Q10D_18,Housing status,2,Data,   Owner,5%,1%,1%,94%,309,,,,,,,,,,,,,,
1331,Closed End,Education,Q10D_18,Housing status,3,Data,   Renter,1%,<.5%,7%,92%,62,,,,,,,,,,,,,,
1332,Closed End,Education,Q10D_18,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",--,--,--,--,6,,,,,,,,,,,,,,
1333,Closed End,Education,Q10D_18,Home language,1,Header,Results by home language:,--,--,--,--,,,,,,,,,,,,,,,
1334,Closed End,Education,Q10D_18,Home language,2,Data,   English only,2%,1%,1%,97%,313,,,,,,,,,,,,,,
1335,Closed End,Education,Q10D_18,Home language,3,Data,   Engish plus another language,1%,1%,10%,89%,41,,,,,,,,,,,,,,
1336,Closed End,Education,Q10D_18,Home language,4,Data,   Another language only,--,--,--,--,16,,,,,,,,,,,,,,
1337,Closed End,Education,Q10D_18,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,--,--,,,,,,,,,,,,,,,
1338,Closed End,Education,Q10D_18,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",--,--,--,--,10,,,,,,,,,,,,,,
1339,Closed End,Education,Q10D_18,Race / ethnicity,3,Data,   Asian American or Asian,1%,--,14%,86%,32,,,,,,,,,,,,,,
1340,Closed End,Education,Q10D_18,Race / ethnicity,4,Data,   "Black, African American, or African",1%,--,--,99%,21,,,,,,,,,,,,,,
1341,Closed End,Education,Q10D_18,Race / ethnicity,5,Data,   Hispanic or Latinx,--,--,--,--,19,,,,,,,,,,,,,,
1342,Closed End,Education,Q10D_18,Race / ethnicity,6,Data,   White or Caucasian,2%,1%,1%,97%,299,,,,,,,,,,,,,,
1343,,Education,,,,,,,,,,,,,,,,,,,,,,,,
1344,Closed End,Education,Q10E_18,Title,1,Title,Q10E. Do any of the children who live in your household attend any of the following private schools in your neighborhood? (Check all that apply),,,,,,,,,,,,,,,,,,,
1345,Closed End,Education,Q10E_18,Title,2,Labels,,Grade K-6,Grade 7-8,Grade 9-12,No, none of these,Number of respondents (unweighted),,,,,,,,,,,,,,
1346,Closed End,Education,Q10E_18,Region,1,Header,Results by region:,--,--,--,--,,,,,,,,,,,,,,,
1347,Closed End,Education,Q10E_18,Region,2,Data,   East Metro overall,4%,3%,2%,95%,377,,,,,,,,,,,,,,
1348,Closed End,Education,Q10E_18,Region,3,Data,   Dakota County,7%,8%,6%,91%,94,,,,,,,,,,,,,,
1349,Closed End,Education,Q10E_18,Region,4,Data,   Ramsey County (overall),2%,<.5%,1%,97%,178,,,,,,,,,,,,,,
1350,Closed End,Education,Q10E_18,Region,5,Data,      City of Saint Paul,3%,<.5%,1%,97%,89,,,,,,,,,,,,,,
1351,Closed End,Education,Q10E_18,Region,6,Data,      Suburban Ramsey County,1%,1%,<.5%,98%,89,,,,,,,,,,,,,,
1352,Closed End,Education,Q10E_18,Region,7,Data,   Washington County,3%,--,--,97%,105,,,,,,,,,,,,,,
1353,Closed End,Education,Q10E_18,Gender,1,Header,Results by gender:,--,--,--,--,,,,,,,,,,,,,,,
1354,Closed End,Education,Q10E_18,Gender,2,Data,   Females,4%,4%,3%,94%,279,,,,,,,,,,,,,,
1355,Closed End,Education,Q10E_18,Gender,3,Data,   Males,4%,2%,2%,96%,94,,,,,,,,,,,,,,
1356,Closed End,Education,Q10E_18,Age,1,Header,Results by age:,--,--,--,--,,,,,,,,,,,,,,,
1357,Closed End,Education,Q10E_18,Age,2,Data,   18-34,6%,6%,6%,94%,48,,,,,,,,,,,,,,
1358,Closed End,Education,Q10E_18,Age,3,Data,   35-44,6%,5%,2%,91%,156,,,,,,,,,,,,,,
1359,Closed End,Education,Q10E_18,Age,4,Data,   45-54,<.5%,<.5%,<.5%,99%,125,,,,,,,,,,,,,,
1360,Closed End,Education,Q10E_18,Age,5,Data,   55-64,--,2%,3%,97%,30,,,,,,,,,,,,,,
1361,Closed End,Education,Q10E_18,Age,6,Data,   65+,--,--,--,--,9,,,,,,,,,,,,,,
1362,Closed End,Education,Q10E_18,Education,1,Header,Results by education level:,--,--,--,--,,,,,,,,,,,,,,,
1363,Closed End,Education,Q10E_18,Education,2,Data,   "Less than HS diploma, no GED",--,--,--,--,6,,,,,,,,,,,,,,
1364,Closed End,Education,Q10E_18,Education,3,Data,   HS diploma or GED,--,4%,--,96%,25,,,,,,,,,,,,,,
1365,Closed End,Education,Q10E_18,Education,4,Data,   "Some college, trade school, or Associate degree",2%,2%,2%,98%,91,,,,,,,,,,,,,,
1366,Closed End,Education,Q10E_18,Education,5,Data,   Bachelor's degree or higher,5%,1%,1%,94%,252,,,,,,,,,,,,,,
1367,Closed End,Education,Q10E_18,Household income,1,Header,Results by household income:,--,--,--,--,,,,,,,,,,,,,,,
1368,Closed End,Education,Q10E_18,Household income,2,Data,   "Less than $20,000",--,--,--,--,14,,,,,,,,,,,,,,
1369,Closed End,Education,Q10E_18,Household income,3,Data,   "$20,000 to $39,999",--,--,<.5%,100%,35,,,,,,,,,,,,,,
1370,Closed End,Education,Q10E_18,Household income,4,Data,   "$40,000 to $59,999",11%,8%,8%,89%,41,,,,,,,,,,,,,,
1371,Closed End,Education,Q10E_18,Household income,5,Data,   "$60,000 to $79,999",--,1%,--,99%,39,,,,,,,,,,,,,,
1372,Closed End,Education,Q10E_18,Household income,6,Data,   "$80,000 to $99,999",1%,7%,--,92%,44,,,,,,,,,,,,,,
1373,Closed End,Education,Q10E_18,Household income,7,Data,   "$100,000 to $149,999",5%,3%,3%,95%,86,,,,,,,,,,,,,,
1374,Closed End,Education,Q10E_18,Household income,8,Data,   "$150,000 or more",5%,1%,1%,94%,72,,,,,,,,,,,,,,
1375,Closed End,Education,Q10E_18,Housing status,1,Header,Results by housing status:,--,--,--,--,,,,,,,,,,,,,,,
1376,Closed End,Education,Q10E_18,Housing status,2,Data,   Owner,2%,2%,<.5%,96%,309,,,,,,,,,,,,,,
1377,Closed End,Education,Q10E_18,Housing status,3,Data,   Renter,3%,3%,3%,97%,62,,,,,,,,,,,,,,
1378,Closed End,Education,Q10E_18,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",--,--,--,--,6,,,,,,,,,,,,,,
1379,Closed End,Education,Q10E_18,Home language,1,Header,Results by home language:,--,--,--,--,,,,,,,,,,,,,,,
1380,Closed End,Education,Q10E_18,Home language,2,Data,   English only,3%,3%,1%,95%,313,,,,,,,,,,,,,,
1381,Closed End,Education,Q10E_18,Home language,3,Data,   Engish plus another language,8%,8%,8%,92%,41,,,,,,,,,,,,,,
1382,Closed End,Education,Q10E_18,Home language,4,Data,   Another language only,--,--,--,--,16,,,,,,,,,,,,,,
1383,Closed End,Education,Q10E_18,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,--,--,,,,,,,,,,,,,,,
1384,Closed End,Education,Q10E_18,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",--,--,--,--,10,,,,,,,,,,,,,,
1385,Closed End,Education,Q10E_18,Race / ethnicity,3,Data,   Asian American or Asian,3%,--,--,97%,32,,,,,,,,,,,,,,
1386,Closed End,Education,Q10E_18,Race / ethnicity,4,Data,   "Black, African American, or African",--,--,--,100%,21,,,,,,,,,,,,,,
1387,Closed End,Education,Q10E_18,Race / ethnicity,5,Data,   Hispanic or Latinx,--,--,--,--,19,,,,,,,,,,,,,,
1388,Closed End,Education,Q10E_18,Race / ethnicity,6,Data,   White or Caucasian,3%,3%,1%,94%,299,,,,,,,,,,,,,,
1389,,Education,,,,,,,,,,,,,,,,,,,,,,,,
1390,Closed End,Education,Q10F_18,Title,1,Title,Q10F. Do any of the children who live in your household attend any of the following private schools NOT in your neighborhood? (Check all that apply),,,,,,,,,,,,,,,,,,,
1391,Closed End,Education,Q10F_18,Title,2,Labels,,Grade K-6,Grade 7-8,Grade 9-12,No, none of these,Number of respondents (unweighted),,,,,,,,,,,,,,
1392,Closed End,Education,Q10F_18,Region,1,Header,Results by region:,--,--,--,--,,,,,,,,,,,,,,,
1393,Closed End,Education,Q10F_18,Region,2,Data,   East Metro overall,2%,1%,2%,95%,377,,,,,,,,,,,,,,
1394,Closed End,Education,Q10F_18,Region,3,Data,   Dakota County,1%,--,<.5%,99%,94,,,,,,,,,,,,,,
1395,Closed End,Education,Q10F_18,Region,4,Data,   Ramsey County (overall),2%,2%,5%,92%,178,,,,,,,,,,,,,,
1396,Closed End,Education,Q10F_18,Region,5,Data,      City of Saint Paul,3%,<.5%,7%,90%,89,,,,,,,,,,,,,,
1397,Closed End,Education,Q10F_18,Region,6,Data,      Suburban Ramsey County,1%,5%,--,94%,89,,,,,,,,,,,,,,
1398,Closed End,Education,Q10F_18,Region,7,Data,   Washington County,2%,1%,2%,97%,105,,,,,,,,,,,,,,
1399,Closed End,Education,Q10F_18,Gender,1,Header,Results by gender:,--,--,--,--,,,,,,,,,,,,,,,
1400,Closed End,Education,Q10F_18,Gender,2,Data,   Females,2%,1%,4%,93%,279,,,,,,,,,,,,,,
1401,Closed End,Education,Q10F_18,Gender,3,Data,   Males,<.5%,--,--,100%,94,,,,,,,,,,,,,,
1402,Closed End,Education,Q10F_18,Age,1,Header,Results by age:,--,--,--,--,,,,,,,,,,,,,,,
1403,Closed End,Education,Q10F_18,Age,2,Data,   18-34,--,--,7%,93%,48,,,,,,,,,,,,,,
1404,Closed End,Education,Q10F_18,Age,3,Data,   35-44,2%,1%,<.5%,97%,156,,,,,,,,,,,,,,
1405,Closed End,Education,Q10F_18,Age,4,Data,   45-54,3%,2%,2%,94%,125,,,,,,,,,,,,,,
1406,Closed End,Education,Q10F_18,Age,5,Data,   55-64,--,--,2%,98%,30,,,,,,,,,,,,,,
1407,Closed End,Education,Q10F_18,Age,6,Data,   65+,--,--,--,--,9,,,,,,,,,,,,,,
1408,Closed End,Education,Q10F_18,Education,1,Header,Results by education level:,--,--,--,--,,,,,,,,,,,,,,,
1409,Closed End,Education,Q10F_18,Education,2,Data,   "Less than HS diploma, no GED",--,--,--,--,6,,,,,,,,,,,,,,
1410,Closed End,Education,Q10F_18,Education,3,Data,   HS diploma or GED,1%,--,8%,91%,25,,,,,,,,,,,,,,
1411,Closed End,Education,Q10F_18,Education,4,Data,   "Some college, trade school, or Associate degree",1%,2%,--,97%,91,,,,,,,,,,,,,,
1412,Closed End,Education,Q10F_18,Education,5,Data,   Bachelor's degree or higher,3%,1%,2%,96%,252,,,,,,,,,,,,,,
1413,Closed End,Education,Q10F_18,Household income,1,Header,Results by household income:,--,--,--,--,,,,,,,,,,,,,,,
1414,Closed End,Education,Q10F_18,Household income,2,Data,   "Less than $20,000",--,--,--,--,14,,,,,,,,,,,,,,
1415,Closed End,Education,Q10F_18,Household income,3,Data,   "$20,000 to $39,999",--,--,--,100%,35,,,,,,,,,,,,,,
1416,Closed End,Education,Q10F_18,Household income,4,Data,   "$40,000 to $59,999",2%,1%,1%,98%,41,,,,,,,,,,,,,,
1417,Closed End,Education,Q10F_18,Household income,5,Data,   "$60,000 to $79,999",--,5%,--,95%,39,,,,,,,,,,,,,,
1418,Closed End,Education,Q10F_18,Household income,6,Data,   "$80,000 to $99,999",3%,2%,--,96%,44,,,,,,,,,,,,,,
1419,Closed End,Education,Q10F_18,Household income,7,Data,   "$100,000 to $149,999",3%,1%,1%,95%,86,,,,,,,,,,,,,,
1420,Closed End,Education,Q10F_18,Household income,8,Data,   "$150,000 or more",2%,--,1%,96%,72,,,,,,,,,,,,,,
1421,Closed End,Education,Q10F_18,Housing status,1,Header,Results by housing status:,--,--,--,--,,,,,,,,,,,,,,,
1422,Closed End,Education,Q10F_18,Housing status,2,Data,   Owner,2%,1%,1%,96%,309,,,,,,,,,,,,,,
1423,Closed End,Education,Q10F_18,Housing status,3,Data,   Renter,1%,<.5%,7%,92%,62,,,,,,,,,,,,,,
1424,Closed End,Education,Q10F_18,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",--,--,--,--,6,,,,,,,,,,,,,,
1425,Closed End,Education,Q10F_18,Home language,1,Header,Results by home language:,--,--,--,--,,,,,,,,,,,,,,,
1426,Closed End,Education,Q10F_18,Home language,2,Data,   English only,2%,1%,1%,97%,313,,,,,,,,,,,,,,
1427,Closed End,Education,Q10F_18,Home language,3,Data,   Engish plus another language,1%,1%,10%,88%,41,,,,,,,,,,,,,,
1428,Closed End,Education,Q10F_18,Home language,4,Data,   Another language only,--,--,--,--,16,,,,,,,,,,,,,,
1429,Closed End,Education,Q10F_18,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,--,--,,,,,,,,,,,,,,,
1430,Closed End,Education,Q10F_18,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",--,--,--,--,10,,,,,,,,,,,,,,
1431,Closed End,Education,Q10F_18,Race / ethnicity,3,Data,   Asian American or Asian,--,--,13%,87%,32,,,,,,,,,,,,,,
1432,Closed End,Education,Q10F_18,Race / ethnicity,4,Data,   "Black, African American, or African",--,--,--,100%,21,,,,,,,,,,,,,,
1433,Closed End,Education,Q10F_18,Race / ethnicity,5,Data,   Hispanic or Latinx,--,--,--,--,19,,,,,,,,,,,,,,
1434,Closed End,Education,Q10F_18,Race / ethnicity,6,Data,   White or Caucasian,2%,1%,1%,96%,299,,,,,,,,,,,,,,
1435,,Education,,,,,,,,,,,,,,,,,,,,,,,,
1436,Closed End,Education,Q10G_18,Title,1,Title,Q10G. Are any of the children who live in your household homeschooled? (Check all that apply),,,,,,,,,,,,,,,,,,,
1437,Closed End,Education,Q10G_18,Title,2,Labels,,Grade K-6,Grade 7-8,Grade 9-12,No, none of these,Number of respondents (unweighted),,,,,,,,,,,,,,
1438,Closed End,Education,Q10G_18,Region,1,Header,Results by region:,--,--,--,--,,,,,,,,,,,,,,,
1439,Closed End,Education,Q10G_18,Region,2,Data,   East Metro overall,2%,1%,1%,97%,376,,,,,,,,,,,,,,
1440,Closed End,Education,Q10G_18,Region,3,Data,   Dakota County,1%,--,2%,97%,94,,,,,,,,,,,,,,
1441,Closed End,Education,Q10G_18,Region,4,Data,   Ramsey County (overall),2%,1%,<.5%,98%,178,,,,,,,,,,,,,,
1442,Closed End,Education,Q10G_18,Region,5,Data,      City of Saint Paul,2%,2%,--,98%,89,,,,,,,,,,,,,,
1443,Closed End,Education,Q10G_18,Region,6,Data,      Suburban Ramsey County,2%,--,1%,98%,89,,,,,,,,,,,,,,
1444,Closed End,Education,Q10G_18,Region,7,Data,   Washington County,6%,1%,1%,93%,104,,,,,,,,,,,,,,
1445,Closed End,Education,Q10G_18,Gender,1,Header,Results by gender:,--,--,--,--,,,,,,,,,,,,,,,
1446,Closed End,Education,Q10G_18,Gender,2,Data,   Females,1%,<.5%,1%,98%,278,,,,,,,,,,,,,,
1447,Closed End,Education,Q10G_18,Gender,3,Data,   Males,4%,1%,1%,95%,94,,,,,,,,,,,,,,
1448,Closed End,Education,Q10G_18,Age,1,Header,Results by age:,--,--,--,--,,,,,,,,,,,,,,,
1449,Closed End,Education,Q10G_18,Age,2,Data,   18-34,3%,--,--,97%,48,,,,,,,,,,,,,,
1450,Closed End,Education,Q10G_18,Age,3,Data,   35-44,4%,1%,1%,96%,155,,,,,,,,,,,,,,
1451,Closed End,Education,Q10G_18,Age,4,Data,   45-54,2%,<.5%,2%,96%,125,,,,,,,,,,,,,,
1452,Closed End,Education,Q10G_18,Age,5,Data,   55-64,--,--,2%,98%,30,,,,,,,,,,,,,,
1453,Closed End,Education,Q10G_18,Age,6,Data,   65+,--,--,--,--,9,,,,,,,,,,,,,,
1454,Closed End,Education,Q10G_18,Education,1,Header,Results by education level:,--,--,--,--,,,,,,,,,,,,,,,
1455,Closed End,Education,Q10G_18,Education,2,Data,   "Less than HS diploma, no GED",--,--,--,--,6,,,,,,,,,,,,,,
1456,Closed End,Education,Q10G_18,Education,3,Data,   HS diploma or GED,--,--,--,100%,25,,,,,,,,,,,,,,
1457,Closed End,Education,Q10G_18,Education,4,Data,   "Some college, trade school, or Associate degree",3%,--,1%,97%,91,,,,,,,,,,,,,,
1458,Closed End,Education,Q10G_18,Education,5,Data,   Bachelor's degree or higher,4%,2%,2%,94%,251,,,,,,,,,,,,,,
1459,Closed End,Education,Q10G_18,Household income,1,Header,Results by household income:,--,--,--,--,,,,,,,,,,,,,,,
1460,Closed End,Education,Q10G_18,Household income,2,Data,   "Less than $20,000",--,--,--,--,14,,,,,,,,,,,,,,
1461,Closed End,Education,Q10G_18,Household income,3,Data,   "$20,000 to $39,999",--,--,--,100%,35,,,,,,,,,,,,,,
1462,Closed End,Education,Q10G_18,Household income,4,Data,   "$40,000 to $59,999",--,--,3%,97%,40,,,,,,,,,,,,,,
1463,Closed End,Education,Q10G_18,Household income,5,Data,   "$60,000 to $79,999",6%,--,3%,93%,39,,,,,,,,,,,,,,
1464,Closed End,Education,Q10G_18,Household income,6,Data,   "$80,000 to $99,999",--,1%,1%,99%,44,,,,,,,,,,,,,,
1465,Closed End,Education,Q10G_18,Household income,7,Data,   "$100,000 to $149,999",5%,2%,--,95%,86,,,,,,,,,,,,,,
1466,Closed End,Education,Q10G_18,Household income,8,Data,   "$150,000 or more",5%,--,--,95%,72,,,,,,,,,,,,,,
1467,Closed End,Education,Q10G_18,Housing status,1,Header,Results by housing status:,--,--,--,--,,,,,,,,,,,,,,,
1468,Closed End,Education,Q10G_18,Housing status,2,Data,   Owner,4%,1%,1%,95%,309,,,,,,,,,,,,,,
1469,Closed End,Education,Q10G_18,Housing status,3,Data,   Renter,--,--,--,100%,61,,,,,,,,,,,,,,
1470,Closed End,Education,Q10G_18,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",--,--,--,--,6,,,,,,,,,,,,,,
1471,Closed End,Education,Q10G_18,Home language,1,Header,Results by home language:,--,--,--,--,,,,,,,,,,,,,,,
1472,Closed End,Education,Q10G_18,Home language,2,Data,   English only,3%,1%,1%,96%,312,,,,,,,,,,,,,,
1473,Closed End,Education,Q10G_18,Home language,3,Data,   Engish plus another language,4%,--,--,96%,41,,,,,,,,,,,,,,
1474,Closed End,Education,Q10G_18,Home language,4,Data,   Another language only,--,--,--,--,16,,,,,,,,,,,,,,
1475,Closed End,Education,Q10G_18,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,--,--,,,,,,,,,,,,,,,
1476,Closed End,Education,Q10G_18,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",--,--,--,--,10,,,,,,,,,,,,,,
1477,Closed End,Education,Q10G_18,Race / ethnicity,3,Data,   Asian American or Asian,--,--,--,100%,32,,,,,,,,,,,,,,
1478,Closed End,Education,Q10G_18,Race / ethnicity,4,Data,   "Black, African American, or African",--,--,5%,95%,21,,,,,,,,,,,,,,
1479,Closed End,Education,Q10G_18,Race / ethnicity,5,Data,   Hispanic or Latinx,--,--,--,--,19,,,,,,,,,,,,,,
1480,Closed End,Education,Q10G_18,Race / ethnicity,6,Data,   White or Caucasian,4%,1%,1%,95%,299,,,,,,,,,,,,,,
1481,,Education,,,,,,,,,,,,,,,,,,,,,,,,
1482,Closed End,Education,Q11_18,Title,1,Title,Q11. Which description best matches your college savings situation for the children who live in your household?,,,,,,,,,,,,,,,,,,,
1483,Closed End,Education,Q11_18,Title,2,Labels,,I have not made any plans to pay for their education after high school,"I have thought about their education after high school, but I have not started saving for it yet","I have thought about their education after HS, but have not been able to save for it due to more urgent financial needs","I have started saving for their education after high school, but I am worried about not having enough",I have saved or will be able to save enough to pay for their education after high school,Number of respondents (unweighted),,,,,,,,,,,,,
1484,Closed End,Education,Q11_18,Region,1,Header,Results by region:,--,--,--,--,--,,,,,,,,,,,,,,
1485,Closed End,Education,Q11_18,Region,2,Data,   East Metro overall,13%,12%,28%,35%,11%,497,,,,,,,,,,,,,
1486,Closed End,Education,Q11_18,Region,3,Data,   Dakota County,9%,8%,24%,48%,11%,117,,,,,,,,,,,,,
1487,Closed End,Education,Q11_18,Region,4,Data,   Ramsey County (overall),17%,13%,32%,26%,12%,241,,,,,,,,,,,,,
1488,Closed End,Education,Q11_18,Region,5,Data,      City of Saint Paul,19%,13%,39%,21%,8%,120,,,,,,,,,,,,,
1489,Closed End,Education,Q11_18,Region,6,Data,      Suburban Ramsey County,13%,12%,22%,34%,18%,121,,,,,,,,,,,,,
